13.652334,-1.0,-1.0,1.751422,-0.41215494,1.0,5.173687,1.0,2.3465617,4.815038,-1.0,-1.0,0.9588417,1.7237768,2.095088,0.4964471,-1.0,1.7321937,-0.4014578,-3.679337,1.7284337,-1.875,-0.8114248,-0.18439507,1.0,-6.759675,0.41124588,-1.371643,-26.484217,1.0,1.0,1.022598,-1.0,0.967227,-1.0,-10.102717,1.0,0.6956864,-0.79004055,0.25498986,-1.0,-1.75,2.9943817,-1.2957833,0.27525783,1.3618381,-2.0019193,0.113865495,-1.0,1.0,-1.75,1.7804985,0.47289947,1.0,1.0,1.2949171,-1.2151172,-0.77289176,-1.0,-1.5,-0.73077,-1.6627225,1.0,-32.221832,29.12178,1.5739058,1.0,0.74227905,2.0981913,0.50545263,-1.0,-1.6784904,-1.3928785,-1.0,1.0,-1.7928655,-1.0,-0.8954892,1.0,1.0,-2.0317326,1.0,-1.1417067,3.6128104,1.2866126,-0.9690401,1.0,
20.4785,-1.0,-1.5,1.0,-0.6521398,1.5,1.0,1.5,3.5198426,1.0,-1.5,-1.5,1.4382625,2.5856652,3.142632,0.7446706,-1.5,2.5982904,-0.6021867,-1.0,1.0,-2.8125,-1.0,-0.2765926,1.5,-10.139513,0.547507,-2.0574644,-39.726326,1.0,1.5,1.533897,-1.5,1.4508405,-1.5,-15.154076,1.5,1.0,-1.1850609,0.3824848,-1.5,-2.625,4.4915724,-1.0,0.41288674,2.042757,-3.002879,0.17079824,-1.5,1.0,-1.0,1.0,0.64470947,1.5,1.5,1.0,-1.8226758,-1.0,-1.0,-1.0,-1.0,-2.4940836,1.0,-48.33275,43.68267,1.0,1.5,1.1134186,1.0,0.82612175,-1.5,-1.0,-2.0893178,-1.5,1.0,-2.6892982,-1.0,-1.0,1.5,1.0,-1.0,1.0,-1.0,5.4192157,1.929919,-1.4535601,1.5,
25.690708,-1.8008204,-0.6480684,0.55686545,-1.5661827,1.0,2.0373862,1.0,-0.12646782,5.815038,-2.0,0.34273243,1.0,1.0,5.0214086,-0.10393822,0.420825,2.7321937,0.36799657,-1.0,0.17851758,-1.0,-1.5,0.8156049,1.0,-5.047553,0.2396636,-2.2897222,-49.512207,1.5,1.1801791,-0.49626157,-0.4892972,-0.11339756,-0.59900725,-15.915217,-0.23765703,-0.3763763,0.28975832,-1.0,-0.2005564,-1.75,1.0,-2.2957833,1.0,1.875,-3.4864311,-0.34877738,-0.16739988,2.0,-1.75,2.7804985,-1.5057182,-0.081495985,-0.17862897,-0.8280871,1.0,0.22710824,-1.0,-1.0,-3.2324548,0.22486293,0.29905656,-93.287186,85.46483,1.0,1.3548803,-0.2277964,1.0,1.0,-1.3598714,-7.7691245,-1.0,-1.0,1.5,-1.0,-1.5,-1.0,1.0,0.16049778,-1.5,0.16067398,-1.5,1.0,1.0,-1.0,1.0,
10.881702,-1.8589646,-4.3344603,1.7806134,-0.9939656,1.9480792,3.848188,1.0,2.6931233,1.0,-1.9059453,-1.0,1.0,1.4475536,2.1901758,-0.32757545,-1.1586487,1.4881291,-1.5432887,-3.0460737,1.0,-1.75,-0.8742832,1.7669454,1.245955,-1.0,-0.05916941,-1.0,-20.368122,1.0,1.0178317,0.8064862,-1.0656676,0.98688436,-1.0,-7.735145,3.4077425,0.24514964,-0.49176216,-0.20467782,-0.47555578,-1.5,3.997916,-1.0,0.5259773,1.0183626,-1.9917227,0.53036976,-1.0,1.7631017,-1.5,1.5203323,0.79539466,1.0,1.0,0.01680839,-0.81682926,1.348999,-1.5,-1.0,-1.0,-1.3254449,1.0,-24.965828,22.468643,1.066875,0.81283766,-1.9708418,1.0,1.7265499,-1.0,-1.4523269,-1.261919,-1.378157,1.9688659,-0.5980722,-1.8362746,0.17031705,1.0,1.1785071,-1.6878216,1.0,-0.28341353,0.61197996,1.1910751,-0.59359086,1.0,
12.038374,-1.6016407,0.40516543,1.0,-1.1323655,2.755867,3.05058,1.0,1.0,1.0,-2.0,-1.0,1.2898479,0.15448937,2.9263206,0.9033071,-3.0832267,1.0,-1.0,-1.0,-1.5,-1.0,-1.0,1.0,1.7324616,-8.095106,-1.0,-2.5794444,-23.027988,1.0,0.36035812,-1.6968249,-2.5658972,-1.0096503,0.40099275,-5.8125,0.55676484,-1.0,1.0,-4.4592705,0.19520469,-1.5,0.4674604,-1.0,1.0,1.75,-1.4845119,-0.4220883,0.8039267,1.0,-1.5,1.0,-2.034039,-1.0,-1.0,-2.246947,2.391077,1.0,-0.19908771,-0.87758017,-4.4649096,-1.0,-0.7009434,-61.065353,56.343052,1.0,0.70976055,-1.0,1.0,1.0,-0.3598713,-6.0906343,-0.43179607,-0.7960052,1.0,-1.5,-1.0,-6.563589,5.559413,1.0,-1.0,1.0,-1.0,2.0757256,1.0,-1.0,0.802027,
21.465267,-1.811571,-1.358358,1.1246567,-1.0,1.5894789,1.0,1.0,1.5,1.0,-3.9059453,-0.2994096,2.7421763,1.0846885,1.203611,-0.7099623,-1.5,5.425629,-1.6926435,-3.1132963,-0.21491408,-1.0,-1.0,1.0,-0.47230506,-4.209121,-5.3583703,-2.0,-47.49799,6.8643203,1.5,1.0,-1.0,0.3822442,-2.0,-15.391396,1.0,-0.31619522,-0.1252582,-3.434313,-0.7624662,-1.0,1.0,-1.4741917,1.0,2.8933625,-1.5,1.2255673,0.25016272,2.677224,-1.0,2.4753883,-1.0,1.3256216,-0.49923307,-0.28151512,0.18317074,1.7002667,-0.75034475,-1.0,-1.0,-1.5,0.4137163,-82.93841,76.20405,1.5,0.9287305,-2.970842,1.2803618,1.5,-0.34972477,-9.799404,-2.413527,-2.265683,1.0,-2.348072,-2.2339954,-0.26245046,2.0,2.678507,-2.6878216,0.20880622,0.5174769,0.6849536,2.191075,-1.5,0.94131577,
6.940851,-1.1933446,-3.1672301,1.5593206,-1.165395,1.0,3.212686,1.0,2.8465617,1.0,-1.9529727,-1.0,1.0,0.83185655,1.0,-0.4220234,-1.5793244,1.0,-2.7716444,-0.12970388,-0.39788195,-1.0,0.028264046,1.0,1.0062135,-1.5,-3.1548917,-0.14192784,-19.327652,1.0,1.0,-0.59675694,-0.77950454,0.3219933,-2.0,-1.0,8.621443,0.21256879,-0.21312198,-1.0,-0.18569204,-1.75,1.0,-0.46020663,1.2629887,1.5091813,-3.717191,1.2651849,-0.16854,2.752451,-1.0,0.5791514,-0.9722482,-0.84832144,-0.41871932,-0.6772453,0.024284363,1.0556158,-0.29885983,-1.0,-1.5,-1.6096499,0.41710573,-24.573742,22.629612,1.7123431,1.0,-1.0,1.0,1.8632749,0.29750156,-0.8446367,-3.0643263,-1.0,4.238118,-1.8600845,-0.20335078,-3.3308325,-0.9216528,1.4837699,0.13626087,1.0,-1.0,1.80599,2.0955377,-1.0,-0.1592133,
1.0,-2.3974926,-2.2316835,1.0,-2.1488802,1.0,3.6437292,1.0,1.296813,6.315038,-0.6922016,0.37912333,1.0,1.4159282,5.5214086,-0.32812408,-0.36883718,3.2321937,-1.0178256,-1.064852,0.022327714,0.6346984,-1.485868,1.0,1.5031068,-1.0,-1.3377823,-2.360686,-1.0,2.0,1.6801791,-0.79464006,-0.8790495,0.047599085,-1.0,-16.415218,1.0,-0.2700919,0.18319733,-0.9266311,-0.29340243,-1.0,1.5,-2.5258865,1.0,2.6295905,-1.0,0.28381506,-0.22768578,3.3762255,-2.25,3.070074,-1.0,-0.5056567,-0.38798863,-1.1667098,1.0,0.70166385,-1.1494299,-1.5,-1.0,-0.38475728,0.54191995,-105.57406,96.77963,1.0,1.0,-0.70214427,1.5,1.9316375,-1.0,0.7879857,-1.0,-1.5,3.619059,0.8737837,-1.0,-1.0,0.5391736,-0.95657396,-1.0,0.660674,-2.0,1.902995,2.0477688,-1.5,0.92039335,
16.322554,-1.0,-1.0,2.6709201,-1.0,2.922119,5.7722816,1.5,1.0,-0.5204909,-2.858918,-0.58685255,1.0,2.1713305,-0.1709522,-0.49136317,-1.7379731,1.0,-2.314933,-4.5691104,1.5,-2.625,-1.0,1.0,1.8689325,-1.0,-0.08875412,-1.5,-30.552183,1.5,1.5267475,1.0,-1.5985014,1.4803265,-1.0,-11.602717,5.1116138,0.45998332,-0.67247427,-0.30701673,-0.71333367,-1.0,5.996874,-1.0,0.78896594,1.527544,-1.0,0.8727847,-1.5,0.22425151,-2.25,1.0,1.193092,1.5,-0.97552574,0.025212586,-1.0,1.0,-1.0,-1.0,-1.5,0.80325997,1.0,-37.448742,33.702965,1.6003125,1.0,-2.9562626,1.5,2.5898247,-1.0,-0.2824539,-1.8928785,-0.80751085,2.9532988,-0.8768459,-1.0,0.25547558,1.0,1.7677606,-2.5317326,1.5,-0.5193012,0.91796994,-0.094462276,0.7267058,1.5,
29.50728,-1.5,-0.43979967,0.41021955,-1.0,1.0,0.76814425,2.25,0.2971375,7.972557,-1.5,-2.25,1.0,2.7015321,5.3373723,1.0,-1.5,3.3482904,0.59426224,-6.269006,1.4676507,-3.5625,-1.5,0.4734074,0.6978929,-1.5,-0.13313118,-1.5,-56.997314,0.19689393,1.5,0.4058022,1.290652,0.6936027,-1.0,-19.51345,-0.7091664,0.18543553,-0.22715372,-1.5,-1.4265689,-1.5,4.842168,-1.0,-0.677331,1.5,-1.0,-0.14576799,-0.8177806,1.0,-1.0,-0.34526742,-0.78320557,0.75,0.6241321,0.27800116,-0.033673313,-0.40933764,-0.2896117,-2.908185,-1.5,-1.0,0.9742924,-94.13176,85.93996,0.22602034,1.5,0.4083054,1.5,-0.44941163,-1.0,-1.0,-2.4131649,-1.0,1.5,-1.5,-0.8724803,-1.5,5.6695595,-0.5092533,-1.5,1.5,-0.23136497,6.9760094,1.5,-0.0048030615,1.0,
